"DEPARTURES_SCHEDULED","DEPARTURES_PERFORMED","PAYLOAD","SEATS","PASSENGERS","FREIGHT","MAIL","DISTANCE","RAMP_TO_RAMP","AIR_TIME","UNIQUE_CARRIER_NAME","CARRIER","ORIGIN","DEST","AIRCRAFT_GROUP","AIRCRAFT_TYPE","AIRCRAFT_CONFIG","YEAR","QUARTER","MONTH","DISTANCE_GROUP","CLASS",
0.00,1.00,26155.00,105.00,64.00,524.00,257.00,692.00,121.00,104.00,"Delta Air Lines Inc.","DL","ABE","ATL",6,"620",1,1994,1,2,2,"F",
0.00,1.00,23850.00,98.00,91.00,0.00,50.00,82.00,32.00,22.00,"US Airways Inc.","US","ABE","LGA",6,"603",1,1994,1,2,1,"F",
0.00,1.00,32824.00,128.00,0.00,0.00,0.00,82.00,28.00,20.00,"US Airways Inc.","US","ABE","LGA",6,"619",1,1994,1,2,1,"F",
0.00,2.00,63600.00,256.00,82.00,0.00,212.00,82.00,91.00,72.00,"United Air Lines Inc.","UA","ABE","LGA",6,"619",1,1994,1,2,1,"F",
0.00,1.00,26740.00,109.00,16.00,30.00,10.00,280.00,50.00,41.00,"United Air Lines Inc.","UA","ABQ","COS",6,"620",1,1994,1,2,1,"F",
0.00,2.00,65648.00,256.00,138.00,633.00,5962.00,677.00,246.00,212.00,"US Airways Inc.","US","ABQ","LAX",6,"619",1,1994,1,2,2,"F",
0.00,4.00,128296.00,512.00,337.00,0.00,768.00,717.00,418.00,358.00,"US Airways Inc.","US","ABQ","MCI",6,"619",1,1994,1,2,2,"F",
0.00,1.00,33861.00,128.00,89.00,0.00,0.00,328.00,73.00,55.00,"Continental Air Lines Inc.","CO","ABQ","PHX",6,"619",1,1994,1,2,1,"F",
0.00,1.00,30626.00,139.00,82.00,0.00,10.00,328.00,85.00,66.00,"Continental Air Lines Inc.","CO","ABQ","PHX",6,"655",1,1994,1,2,1,"F",
0.00,2.00,76220.00,296.00,163.00,463.00,1194.00,328.00,138.00,108.00,"America West Airlines Inc.","HP","ABQ","PHX",6,"694",1,1994,1,2,1,"F",
0.00,2.00,73120.00,294.00,189.00,0.00,3000.00,328.00,174.00,124.00,"United Air Lines Inc.","UA","ABQ","PHX",7,"715",1,1994,1,2,1,"F",
